corpus: preloaded/ententen20_tt31_1
subcorpus: English Wikipedia
size: 1082464
query: Query:[lempos_lc="(create)-v"], GDEX:1000
Reference,Sentence
wikipedia.org | <s> It was created in 1954, combining four smaller districts. </s> 
wikipedia.org | <s> Among its abilities, a Crab Queen is able to create a microbial mist which reveals to the aliens on the battlefield any soldiers who enter it and which can buff or revive aliens; this mist creates a literal fog of war which actively works to advantage aliens in battle and otherwise bolsters the horror themes of the game. </s> 
wikipedia.org | <s> Martin explains that he found a pod while hunting in the woods and believes it to be part of a government conspiracy to create artificial, inanimate assassins. </s> 
wikipedia.org | <s> During the Renaissance and the Enlightenment, several songs, both religious and secular, were written with the specific purpose of creating a new national anthem. </s> 
wikipedia.org | <s> Smog is formed when smoke and fog combine, and when primary pollutants, usually emitted from vehicles, react with ultraviolet rays to create secondary pollutants. </s> 
wikipedia.org | <s> This creates the conditions to start a true university reform, dreams until then unique to the great Cuban masters: Varela, Martí, Mella, Varona and of all those who for years had fought and even given their lives to establish a worthy University that was only achieved with Fidel. </s> 
wikipedia.org | <s> Criticisms focused particularly on the passage about God's will with regard to the diversity of religions, claiming that the "pluralism and the diversity of religions, colour, sex, race and language are willed by God in His wisdom, through which He created human beings". </s> 
wikipedia.org | <s> Community and monetary economist Thomas H. Greco, Jr. has argued that the mainstream global economy with its debt-based currency has built-in structural incentives that create poverty through keeping money scarce. </s> 
wikipedia.org | <s> On 25 January 2002, they met with Prime Minister Meles Zenawi and outlined the concept of creating an international resource in service to poverty reduction in Ethiopia. </s> 
wikipedia.org | <s> In 1937, the Primary and secondary system was created, renumbering State Road 6 to PSH 6 and creating two branch routes and two secondary routes, Secondary State Highway 6A (SSH 6A) and SSH 6B. </s> 
wikipedia.org | <s> The involvement of different investors now ranges from the individual landlords owning Buy To Let properties and Houses of Multiple Occupation (HMO), through to various Housing Associations, which now provide properties for around 6 million tenants in the United Kingdom, and the Property Companies who operate large scale rentals, that have become the UK institutions which created the new investment market for Build To Rent (B2R) properties to extensively develop. </s> 
wikipedia.org | <s> There is provision for compensation where a landowner is prevented from harvesting his timber when he intended to create a private timber reserve. </s> 
wikipedia.org | <s> In March 2016 the Ministry of Justice of Ukraine started the reform of the State Penitentiary Service and created in its structure the central probation department and probation units at 6 interregional prison and probation departments. </s> 
wikipedia.org | <s> Produce! have created games for arcades and for the Super Nintendo Entertainment System, Nintendo 64, PlayStation, and PC Engine systems. </s> 
wikipedia.org | <s> At its initiation, the task of the project was to address by analysis, the problem of the development of technology to use for an effective air defence of the U.S. The goal of the project was to create a network of computers connected to a command centre in order to organise a response to a threat from within U.S. air-space. </s> 
wikipedia.org | <s> Psi is a DC character created by Paul Kupperberg and Carmine Infantino for Daring New Adventures of Supergirl #1 (November 1982). </s> 
wikipedia.org | <s> In 2009, Creative Commons released CC0, which was created for compatibility with jurisdictions where dedicating to public domain is problematic, such as continental Europe. </s> 
wikipedia.org | <s> This process uses positive operator-valued measurements, maximally entangled states, and quantum teleportation to create identical copies, locally and in a remote location. </s> 
wikipedia.org | <s> QuestBridge began offering individuals and organizations the chance to create personalized awards where students would complete some of their college application process at the same time as applying for an award, scholarship, or prize (e.g. a laptop computer). </s> 
wikipedia.org | <s> Thus were created the slogans like La radio de Chile, El sonido de Chile or La primera en tu corazón, con toda razón. </s> 
wikipedia.org | <s> The islands' first pro-statehood governor, Don Luis A. Ferré and President Richard M. Nixon, in 1970 created a joint United States-Puerto Rico Ad Hoc Committee to study the possibility of granting Puerto Ricans the right to vote for President as a means of building upon Puerto Rico's territorial relationship with the United States. </s> 
wikipedia.org | <s> The danger this operation created was so serious that the German command had to give up any hope of relieving the 6th Army and instead turned its attention to fighting the advancing Red Army formations, while simultaneously trying to move as many units as possible to the west. </s> 
wikipedia.org | <s> In this case, the raindrop impressions were created in the sediment, which was then followed by more sediment which filled the impressions, creating , what appear to be, raised bumps on the bottom of the upper layer. </s> 
wikipedia.org | <s> Publishers Weekly praised the book, writing: "In lesser hands, this kind of hard-boiled style would fall into cliché or stereotype, but Dennis, with a sharp ear for dialogue, skilled plotting, and the ability to create fully developed characters, keeps the story fresh and the action believable. </s> 
wikipedia.org | <s> In states where ballot access is more readily available by forming a new political party than by filing as an independent candidate, the Ralph Nader campaign chose to create the Populist Party. </s> 
wikipedia.org | <s> He went on to create the triple-platinum selling Common Thread: The Songs of the Eagles, Stoned Immaculate: The Music of the Doors, and the Gold-certified Saturday Morning: Cartoons' Greatest Hits. </s> 
wikipedia.org | <s> The whole squad was led by Lupo, but they failed to create the same kind of national unity that the First Squad achieved and disbanded. </s> 
wikipedia.org | <s> A mysterious sphere found in cyberspace reveals that Austin's father, Adam, created the Guardian Code, sending Austin and Parker on a mission to look for more such spheres. </s> 
